Title,Type,Genres,Release Year,IMDB Average Rating,Available Countries
Troy,movie,"Adventure, Drama",2004,7.3,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
On the Waterfront,movie,"Crime, Drama, Thriller",1954,8.1,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Paris, Texas",movie,Drama,1984,8.1,US
The Tin Drum,movie,"Drama, War",1979,7.4,US
The Marriage of Maria Braun,movie,"Drama, Romance",1979,7.7,US
Saw IV,movie,"Horror, Mystery, Thriller",2007,5.9,US
Twister,movie,"Action, Adventure, Thriller",1996,6.5,"AR, BA, BG, BO, BR, CL, CO, CR, CZ, DO, EC, GT, HK, HN, HR, HU, ID, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TH, TW, UY, VE"
Ben-Hur,movie,"Adventure, Drama",1959,8.1,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Oldboy,movie,"Action, Drama, Mystery",2003,8.3,"DK, FI, NO, SE"
Harry Potter and the Sorcerer's Stone,movie,"Adventure, Family, Fantasy",2001,7.7,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Harry Potter and the Chamber of Secrets,movie,"Adventure, Family, Fantasy",2002,7.4,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Harry Potter and the Prisoner of Azkaban,movie,"Adventure, Family, Fantasy",2004,7.9,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Harry Potter and the Goblet of Fire,movie,"Adventure, Family, Fantasy",2005,7.7,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Harry Potter and the Order of the Phoenix,movie,"Action, Adventure, Family",2007,7.5,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Pulp Fiction,movie,"Crime, Drama",1994,8.9,"AD, ES"
Contact,movie,"Drama, Mystery, Sci-Fi",1997,7.5,"BE, FR, MC"
The Bridges of Madison County,movie,"Drama, Romance",1995,7.6,"AD, BE, ES, FR, MC, PT"
Meet the Fockers,movie,"Comedy, Romance",2004,6.3,"HK, ID, MY, PH, SG, TH, TW"
The Shining,movie,"Drama, Horror",1980,8.4,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
A Hard Day's Night,movie,"Comedy, Musical",1964,7.5,US
Four Weddings and a Funeral,movie,"Comedy, Drama, Romance",1994,7.1,"HK, ID, MY, PH, SG, TH, TW, US"
Top Gun,movie,"Action, Drama",1986,6.9,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
The Sixth Sense,movie,"Drama, Mystery, Thriller",1999,8.2,US
The Last Emperor,movie,"Biography, Drama, History",1987,7.7,US
V for Vendetta,movie,"Action, Drama, Sci-Fi",2005,8.1,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Faces,movie,Drama,1968,7.4,US
From Dusk Till Dawn,movie,"Action, Crime, Horror",1996,7.2,"HK, ID, MY, PH, SG, TH, TW"
The Evil Dead,movie,Horror,1981,7.4,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Harry Potter and the Half-Blood Prince,movie,"Action, Adventure, Family",2009,7.6,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Goodfellas,movie,"Biography, Crime, Drama",1990,8.7,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Gone with the Wind,movie,"Drama, Romance, War",1939,8.2,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
A Trip to the Moon,movie,"Adventure, Comedy, Fantasy",1902,8.1,US
Monsieur Hulot's Holiday,movie,Comedy,1953,7.3,US
Vampyr,movie,"Fantasy, Horror",1932,7.4,US
The Passion of Joan of Arc,movie,"Biography, Drama, History",1928,8.1,US
Gattaca,movie,"Drama, Sci-Fi, Thriller",1997,7.7,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Kolya,movie,"Comedy, Drama, Music",1996,7.7,"CZ, SK"
Mrs. Doubtfire,movie,"Comedy, Drama",1993,7.1,US
Platoon,movie,"Drama, War",1986,8.1,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Blue Velvet,movie,"Crime, Drama, Mystery",1986,7.7,US
Persona,movie,"Drama, Thriller",1966,8.0,US
Se7en,movie,"Crime, Drama, Mystery",1995,8.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Shrek,movie,"Adventure, Animation, Comedy",2001,7.9,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Shrek 2,movie,"Adventure, Animation, Comedy",2004,7.4,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Shrek the Third,movie,"Adventure, Animation, Comedy",2007,6.1,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Austin Powers in Goldmember,movie,"Action, Adventure, Comedy",2002,6.2,"AD, ES"
The Music Room,movie,"Drama, Music",1958,7.9,US
Diabolique,movie,"Crime, Drama, Horror",1955,8.1,US
M,movie,"Crime, Mystery, Thriller",1931,8.3,US
Umberto D.,movie,Drama,1952,8.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
Close Encounters of the Third Kind,movie,"Drama, Sci-Fi",1977,7.6,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Dune,movie,"Action, Adventure, Sci-Fi",1984,6.3,US
In the Mood for Love,movie,"Drama, Romance",2000,8.1,US
Brief Encounter,movie,"Drama, Romance",1945,8.0,US
The Mask,movie,"Comedy, Crime, Fantasy",1994,7.0,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Black Hawk Down,movie,"Action, Drama, History",2001,7.7,"HK, ID, MY, PH, PL, SG, TH, TW"
Sleepless in Seattle,movie,"Comedy, Drama, Romance",1993,6.8,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Dangerous Liaisons,movie,"Drama, Romance",1988,7.5,"BE, FR, MC, PT"
WarGames,movie,"Action, Drama, Sci-Fi",1983,7.1,US
Finding Neverland,movie,"Biography, Drama, Family",2004,7.7,"HK, ID, MY, PH, SG, TH, TW"
Singin' in the Rain,movie,"Comedy, Musical, Romance",1952,8.3,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
The Color Purple,movie,Drama,1985,7.7,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Hook,movie,"Adventure, Comedy, Family",1991,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
A Few Good Men,movie,"Drama, Thriller",1992,7.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Coffee and Cigarettes,movie,"Comedy, Drama, Music",2003,7.0,US
All the President's Men,movie,"Drama, History, Thriller",1976,7.9,"BE, DK, FI, FR, MC, NL, NO, SE"
Aparajito,movie,Drama,1956,8.2,US
City Lights,movie,"Comedy, Drama, Romance",1931,8.5,US
Cool Hand Luke,movie,"Crime, Drama",1967,8.0,"BE, FR, MC"
Meet Me in St. Louis,movie,"Comedy, Drama, Family",1944,7.5,US
The Thomas Crown Affair,movie,"Crime, Drama, Romance",1968,6.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Thomas Crown Affair,movie,"Crime, Romance, Thriller",1999,6.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Great Dictator,movie,"Comedy, Drama, War",1940,8.4,US
Bullitt,movie,"Action, Crime, Thriller",1968,7.4,"BE, FR, MC"
Dead Man,movie,"Adventure, Comedy, Drama",1995,7.5,US
Dawn of the Dead,movie,Horror,2004,7.2,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Gremlins,movie,"Comedy, Fantasy, Horror",1984,7.3,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, UY, VE"
Gremlins 2: The New Batch,movie,"Comedy, Fantasy, Horror",1990,6.4,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Godzilla,movie,"Action, Sci-Fi, Thriller",1998,5.5,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"Comedy, War",1964,8.3,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Pink Panther,movie,"Comedy, Crime, Romance",1963,7.0,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
The Lady Vanishes,movie,"Mystery, Thriller",1938,7.7,US
Lethal Weapon,movie,"Action, Crime, Thriller",1987,7.6,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Lethal Weapon 2,movie,"Action, Crime, Thriller",1989,7.3,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Lethal Weapon 3,movie,"Action, Crime, Thriller",1992,6.7,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Lethal Weapon 4,movie,"Action, Crime, Thriller",1998,6.6,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Lawrence of Arabia,movie,"Adventure, Biography, Drama",1962,8.3,US
Ice Age: The Meltdown,movie,"Adventure, Animation, Comedy",2006,6.8,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, PT, RO, RS, SI, SK"
Kindergarten Cop,movie,"Action, Comedy, Crime",1990,6.2,"BE, FR, MC"
Madagascar,movie,"Adventure, Animation, Comedy",2005,6.9,"AG, AR, BA, BB, BE, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Mission: Impossible,movie,"Action, Adventure, Thriller",1996,7.2,"AD, DK, ES, FI, NO, PT, SE"
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000,6.1,"AD, DK, ES, FI, NO, PT"
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006,6.9,"AD, DK, ES, FI, NO, PT"
The Gold Rush,movie,"Adventure, Comedy, Drama",1925,8.1,US
Spartacus,movie,"Adventure, Biography, Drama",1960,7.9,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Dog Day Afternoon,movie,"Biography, Crime, Drama",1975,8.0,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Seven Years in Tibet,movie,"Adventure, Biography, Drama",1997,7.1,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Dirty Harry,movie,"Action, Crime, Thriller",1971,7.7,"BE, FR, MC, US"
Eraserhead,movie,"Fantasy, Horror",1977,7.3,US
Stagecoach,movie,"Adventure, Drama, Western",1939,7.8,US
Mulholland Drive,movie,"Drama, Mystery, Thriller",2001,7.9,"FR, MC"
Sommersby,movie,"Drama, Mystery, Romance",1993,6.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The French Connection,movie,"Action, Crime, Drama",1971,7.7,US
The Hidden Fortress,movie,"Adventure, Drama",1958,8.0,US
Elevator to the Gallows,movie,"Crime, Drama, Thriller",1958,7.9,US
The Prestige,movie,"Drama, Mystery, Sci-Fi",2006,8.5,"BE, BG, CZ, DK, FI, FR, HK, HU, ID, MC, MD, MY, NO, PH, PL, RO, SE, SG, SK, TH, TW"
Dreamgirls,movie,"Drama, Musical",2006,6.6,"HK, ID, MY, PH, SG, TH, TW"
Princesses,movie,Drama,2005,6.9,"AD, ES"
The Queen,movie,"Biography, Drama",2006,7.3,"FR, MC"
The Remains of the Day,movie,"Drama, Romance",1993,7.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Hannibal Rising,movie,"Adventure, Crime, Drama",2007,6.1,"FR, MC"
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006,7.8,"BE, FR, MC"
Street Kings,movie,"Action, Crime, Thriller",2008,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Mr. Bean's Holiday,movie,"Comedy, Family",2007,6.4,"FR, HK, ID, MC, MY, PH, SG, TH, TW"
300,movie,"Action, Drama",2006,7.6,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
TMNT,movie,"Action, Adventure, Animation",2007,6.2,"BE, FR, MC"
Bean,movie,"Adventure, Comedy, Family",1997,6.5,"BE, FR, HK, ID, MC, MY, PH, SG, TH, TW"
Rocky,movie,"Drama, Sport",1976,8.1,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Rocky II,movie,"Drama, Sport",1979,7.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Rocky III,movie,"Drama, Sport",1982,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Blood Diamond,movie,"Adventure, Drama, Thriller",2006,8.0,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Rocky IV,movie,"Drama, Sport",1985,6.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Rocky V,movie,"Drama, Sport",1990,5.4,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Stalker,movie,"Drama, Sci-Fi",1979,8.0,US
"Sex, Lies, and Videotape",movie,Drama,1989,7.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Departed,movie,"Crime, Drama, Thriller",2006,8.5,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003,6.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Little Children,movie,"Drama, Romance",2006,7.5,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Superman Returns,movie,"Action, Adventure, Sci-Fi",2006,6.1,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Hellboy,movie,"Action, Adventure, Fantasy",2004,6.9,"BA, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
Miss Congeniality,movie,"Action, Comedy, Crime",2000,6.3,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Flatliners,movie,"Drama, Horror, Sci-Fi",1990,6.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Parenthood,movie,"Comedy, Drama",1989,7.1,US
Down by Law,movie,"Comedy, Crime, Drama",1986,7.6,US
The Spanish Apartment,movie,"Comedy, Drama, Romance",2002,7.3,"FR, MC"
Chicago,movie,"Comedy, Crime, Musical",2002,7.2,"HK, ID, MY, PH, SG, TH, TW"
Rope,movie,"Crime, Drama, Mystery",1948,7.9,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Holiday,movie,"Comedy, Romance",2006,7.0,"BE, FR, MC"
School of Rock,movie,"Comedy, Music",2003,7.2,"HK, ID, MY, PH, SG, TH, TW"
Nowhere in Africa,movie,"Biography, Drama, History",2001,7.5,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
A Shot in the Dark,movie,"Comedy, Crime, Mystery",1964,7.3,US
Meet the Parents,movie,"Comedy, Romance",2000,7.0,"HK, ID, MY, PH, SG, TH, TW"
Jules and Jim,movie,"Drama, Romance",1962,7.7,US
The People vs. Larry Flynt,movie,"Biography, Drama",1996,7.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Mississippi Burning,movie,"Crime, Drama, Mystery",1988,7.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Free Willy,movie,"Adventure, Drama, Family",1993,6.0,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Island,movie,"Action, Sci-Fi, Thriller",2005,6.8,"BE, FR, HK, ID, MC, MY, PH, SG, TH, TW"
Bill & Ted's Excellent Adventure,movie,"Adventure, Comedy, Music",1989,6.9,US
Bill & Ted's Bogus Journey,movie,"Adventure, Comedy, Fantasy",1991,6.3,US
The Dirty Dozen,movie,"Action, Adventure, War",1967,7.7,"BE, FR, MC"
Last Days,movie,"Drama, Music",2005,5.7,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Ray,movie,"Biography, Drama, Music",2004,7.7,"BE, FR, MC"
Godzilla,movie,"Horror, Sci-Fi",1954,7.6,US
Godzilla Raids Again,movie,"Horror, Sci-Fi",1955,5.7,US
Mothra vs. Godzilla,movie,"Adventure, Fantasy, Sci-Fi",1964,6.5,US
The Reaping,movie,"Horror, Thriller",2007,5.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Hostel,movie,Horror,2005,5.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Hostel: Part II,movie,Horror,2007,5.5,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Anatomy,movie,"Horror, Thriller",2000,6.0,"FR, MC"
Copycat,movie,"Drama, Mystery, Thriller",1995,6.6,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Giant,movie,"Drama, Western",1956,7.6,"BE, FR, MC"
The Last Metro,movie,"Drama, Romance, War",1980,7.3,US
The Soft Skin,movie,"Drama, Romance",1964,7.5,US
West Side Story,movie,"Crime, Drama, Musical",1961,7.6,US
Inland Empire,movie,"Drama, Fantasy, Mystery",2006,6.8,US
The Mummy Returns,movie,"Action, Adventure, Fantasy",2001,6.4,"BE, FR, MC"
The Mummy: Tomb of the Dragon Emperor,movie,"Action, Adventure, Fantasy",2008,5.2,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Next,movie,"Action, Sci-Fi, Thriller",2007,6.2,"FR, MC"
The Piano Teacher,movie,"Drama, Music",2001,7.5,US
Elephant,movie,"Crime, Drama, Thriller",2003,7.1,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
The Devil's Advocate,movie,"Drama, Fantasy, Mystery",1997,7.5,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Shoot the Piano Player,movie,"Crime, Drama, Thriller",1960,7.4,US
"You, Me and Dupree",movie,"Comedy, Romance",2006,5.6,"HK, ID, MY, PH, SG, TH, TW"
50 First Dates,movie,"Comedy, Drama, Romance",2004,6.8,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Russian Dolls,movie,"Comedy, Drama, Romance",2005,7.0,"FR, MC"
Transformers,movie,"Action, Adventure, Sci-Fi",2007,7.1,"DK, FI, NO, PT, SE"
Fear and Loathing in Las Vegas,movie,"Adventure, Comedy, Drama",1998,7.5,"BE, FR, MC"
The Karate Kid,movie,"Action, Drama, Family",1984,7.3,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Marie Antoinette,movie,"Biography, Drama, History",2006,6.5,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Open Your Eyes,movie,"Drama, Mystery, Sci-Fi",1997,7.7,US
Don Juan DeMarco,movie,"Comedy, Drama, Romance",1994,6.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Twin Peaks: Fire Walk with Me,movie,"Drama, Horror, Mystery",1992,7.3,US
