title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"I'm Your Man",movie,"Comedy, Drama, Romance",2021,tt13087796,7,13645,US
"What Do We See When We Look at the Sky?",movie,"Comedy, Drama, Romance",2021,tt14035154,6.8,2173,JP
"Kid 90",movie,"Biography, Documentary, History",2021,tt14035292,6.8,3637,US
"The Making of One Missed Call: Final",movie,"Horror, Documentary",2006,,,,JP
"The Three Musketeers - Part I: D'Artagnan",movie,"Action, Adventure, History",2023,tt12672536,6.7,23334,US
"Wadaiko Girls",movie,Family,2021,tt14474636,5.7,18,JP
Itomichi,movie,Drama,2021,tt14246700,6.7,558,JP
"Death Saved My Life",movie,"Drama, Horror, Thriller",2021,tt13646412,5.9,752,US
"Another Battle/Conspiracy",movie,Action,2002,tt2098804,6.5,19,JP
Nitram,movie,"Crime, Drama, Thriller",2021,tt13694628,7.1,11191,JP
Doors,movie,Sci-Fi,2021,tt12483708,3.6,3597,JP
"The Marsh King's Daughter",movie,"Crime, Drama, Mystery",2023,tt8002382,5.9,13377,US
"BanG Dream! Episode of Roselia I: Promise",movie,"Animation, Drama, Music",2021,tt13911494,8,52,JP
"The Pledge to Megumi",movie,Drama,2021,,,,JP
"Yamikin Queen",movie,Drama,2020,tt13174834,,,JP
"Maggie Moore(s)",movie,"Comedy, Crime, Mystery",2023,tt14181816,6.2,8764,US
Fishmans,movie,Documentary,2021,tt14141970,8.2,68,JP
"Kamen Rider Saber: The Phoenix Swordsman and the Book of Ruin",movie,"Action, Fantasy, Short",2020,tt13291194,6.2,32,JP
"The United States vs. Billie Holiday Special: Lee Daniels and Cast Interviewed by Oprah Winfrey",movie,"Drama, Documentary, TV Movie",2021,,,,US
"I'm Totally Fine",movie,"Comedy, Drama, Sci-Fi",2022,tt14122288,6,1233,US
"What's Love Got to Do with It?",movie,"Comedy, Drama, Romance",2022,tt13430858,6.3,11160,US
"Mashin Sentai Kiramager vs Ryusoulger",movie,Action,2021,tt14142352,6.8,21,JP
"Girl in the Basement",movie,"Crime, Thriller",2021,tt13269536,6.3,15360,US
"Niji no naka no remon",movie,Drama,1968,tt0294790,,,JP
Hellblazers,movie,"Action, Horror",2022,tt11525390,4.5,815,JP
"Future – World – EXV",movie,,2019,,,,JP
"Sharp Stick",movie,Comedy,2022,tt14158346,4.9,2341,US
Breaking,movie,"Crime, Drama, Thriller",2022,tt12311620,6.3,9118,US
"Ochiba to kuchizuke",movie,,1969,tt1931501,,,JP
"Sex Appeal",movie,"Comedy, Drama, Romance",2022,tt11203022,5.3,3539,US
"The Requin",movie,"Horror, Thriller",2022,tt11348232,2.6,7073,"JP, US"
"Gegege no Kitarô: Gekitotsu!! Ijigen yôkai no daihanran",movie,"Animation, Fantasy",1986,tt12256808,6.6,8,JP
"Gegege no Kitarô: Saikyô yôkai gundan! Nihon jôriku!!",movie,"Animation, Fantasy",1986,tt12228138,,,JP
"Fulci Talks",movie,Documentary,2021,tt14200364,6.9,71,JP
"Fern Brady: Power & Chaos",movie,Comedy,2021,tt14606118,6.8,188,US
"Something in the Water",movie,"Adventure, Drama, Horror",2024,tt22863968,4.1,3757,US
Agnes,movie,"Drama, Horror",2021,tt11348542,3.8,1751,US
"The Ogglies",movie,"Adventure, Animation, Family",2021,tt11992904,5.1,466,US
"The Son",movie,Drama,2022,tt14458442,6.5,17878,"JP, US"
"God's Time",movie,"Comedy, Drama",2022,tt13528840,5,186,US
"Aileen Wuornos: American Boogeywoman",movie,"Biography, Crime, Drama",2021,tt14265992,3.8,2238,US
"The Immaculate Room",movie,"Drama, Thriller",2022,tt13698942,5.1,6426,US
"Door Mouse",movie,"Drama, Mystery, Thriller",2022,tt5859970,5.5,647,US
Watcher,movie,"Drama, Horror, Thriller",2022,tt12004038,6.3,52435,US
"The Virtuoso",movie,"Action, Thriller",2021,tt4136456,5,9927,JP
"Mack & Rita",movie,"Comedy, Fantasy",2022,tt14330236,4.8,2306,US
"Aria the Benedizione",movie,"Animation, Drama, Sci-Fi",2021,tt14292584,7.5,57,JP
"Father Stu",movie,"Biography, Drama",2022,tt14439896,6.5,32879,US
"Guckkasten Live Concert: HAPPENING",movie,,2021,,,,US
"Aquarium of the Dead",movie,"Action, Comedy, Horror",2021,tt13835046,2.9,1268,JP
"The Valet",movie,"Comedy, Drama, Romance",2022,tt4081630,6.7,16880,US
"2gether: The Movie",movie,"Comedy, Musical, Romance",2021,tt14296268,6.7,2351,JP
"A Girl on the Shore",movie,"Drama, Romance",2021,tt14820290,5.4,149,JP
"Haikei tenno heika sama",movie,"Comedy, War",1963,tt0938308,6.9,37,JP
"Yellow Dragon's Village",movie,"Action, Drama, Horror",2021,tt21799750,5.7,138,JP
"One Shot",movie,"Action, Thriller",2021,tt14199590,5.6,7103,"JP, US"
"Infinite Storm",movie,"Drama, Thriller",2022,tt14060232,5.3,11471,US
"The First Wave",movie,"Documentary, History",2021,tt13391444,7.1,1145,US
"Eiga Kaiketsu Zorori: Uchuu no yuushatachi",movie,Animation,2015,tt5445028,4.2,10,JP
"Gekijouban Re: cycle of the Penguindrum - Movie 1",movie,"Adventure, Animation, Fantasy",2022,tt14702778,6.9,42,JP
"The Goldfish: Dreaming of the Sea",movie,Drama,2021,tt14580998,5.7,47,JP
"Confesiones de un asesino en serie",movie,"Horror, Thriller",1997,tt0441157,,,JP
Dig,movie,Thriller,2022,tt14830582,4.4,1155,US
Tsukiko,movie,Drama,2017,,,,JP
"Endangered Species",movie,"Action, Thriller",2021,tt13863334,4.6,2832,JP
"The Magic Flute",movie,"Adventure, Fantasy, Musical",2022,tt8206398,5.6,1595,US
"Moby Doc",movie,"Biography, Documentary, Music",2021,tt5452210,6.7,3167,US
Memory,movie,"Action, Crime, Thriller",2022,tt11827628,5.7,38259,JP
"Kamen Rider Zero-One Others: Kamen Rider Metsuboujinrai",movie,"Action, Sci-Fi",2021,tt13667552,7.2,59,JP
"Crimes of the Future",movie,"Drama, Horror, Sci-Fi",2022,tt14549466,5.8,43467,US
"The Quintessential Quintuplets Movie",movie,"Animation, Comedy, Drama",2022,tt15721650,7.3,2359,JP
"Kyō Kara Ore Wa!! Dengeki no 17 Sai",movie,Drama,1995,,,,JP
"Kyō Kara Ore Wa!! Guts Daze 17 Sai",movie,,1997,,,,JP
"Kyō Kara Ore Wa!! Arashi wo Yobu 17 Sai",movie,,1997,,,,JP
"No One Will Save You",movie,"Horror, Mystery, Sci-Fi",2023,tt14509110,6.3,72087,US
"Mark, Mary & Some Other People",movie,Comedy,2021,tt11832624,5.6,450,US
"7 Days",movie,"Comedy, Drama",2021,tt14494586,6.5,1455,US
"All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997)",movie,Documentary,2021,tt12825680,7.1,268,"JP, US"
"All My Friends Hate Me",movie,"Comedy, Horror",2021,tt9340892,6.3,6770,US
"India Sweets and Spices",movie,Comedy,2021,tt9896876,6.1,884,US
"Last Film Show",movie,Drama,2021,tt9681686,7.4,4604,JP
Ultrasound,movie,"Drama, Mystery, Sci-Fi",2021,tt12989912,5.8,1784,US
Paint,movie,"Comedy, Drama",2023,tt14472156,5,5762,US
"Never Ending Blue",movie,Drama,2011,tt8194656,,,JP
"To Leslie",movie,Drama,2022,tt8129806,7.1,18360,JP
"The Baker",movie,"Action, Crime, Drama",2022,tt3917710,5.9,3233,US
"Monster Family 2",movie,"Animation, Comedy, Family",2021,tt15096796,4.9,1270,US
Blacklight,movie,"Action, Drama, Thriller",2022,tt14060094,4.8,26245,US
"Koga the Dictator",movie,Drama,2015,tt4777390,,,JP
"What Did You Eat Yesterday?",movie,"Comedy, Drama, Romance",2021,tt14865506,7.2,551,JP
"A Madder Red",movie,Family,2021,tt14316810,6.6,110,JP
"The Wheel",movie,Drama,2021,tt14063186,6,304,US
"Kôkoku gaisha, danshi-ryô no Okazu-kun",movie,Drama,2019,tt14136316,,,JP
"My future of being executed",movie,,2012,,,,JP
"Daddy's Perfect Little Girl",movie,"Drama, Thriller",2021,tt12703842,4.9,465,US
"Sad Angel",movie,Drama,2020,,,,JP
"Jun Kasai Crazy Monkey",movie,"Biography, Documentary, Sport",2021,tt15367184,7.9,7,JP
"Asking for It",movie,Thriller,2021,tt14850172,3.7,1006,US
"See for Me",movie,"Crime, Drama, Horror",2021,tt11209212,5.8,7719,JP
"Venus as a Boy",movie,"Drama, Romance",2021,tt8783130,4.7,189,US
"Alone Together",movie,"Drama, Romance",2022,tt14584284,5.4,1862,US
"Tales of Terror: The Curse of Nobuhiro-san",movie,Horror,2006,,,,JP
"Doubting & Dancing",movie,,2019,,,,JP
"The Blood of Wolves II",movie,"Crime, Drama",2021,tt13514232,6.7,856,JP
Blue,movie,"Drama, Sport",2021,tt14611910,6.6,449,JP
"Kamen Rider Saber + Kikai Sentai Zenkaiger: Super Hero Senki",movie,"Action, Adventure, Comedy",2021,tt14727298,6.6,116,JP
Fortress,movie,"Action, Thriller",2021,tt14577300,3.3,5816,JP
"Junihitoe wo Kita Akuma",movie,"Comedy, Fantasy, History",2020,tt13073962,4.5,24,JP
"Spin Me Round",movie,"Comedy, Romance",2022,tt14596320,5.2,6233,US
"Kyō Kara Ore Wa!!",movie,Action,1993,,,,JP
"Kyō Kara Ore Wa!! 2",movie,Action,1993,,,,JP
"Around the Table",movie,Drama,2021,tt14833900,6,97,JP
"Between Us",movie,Drama,2022,tt14402084,5,331,JP
"Funny Bunny",movie,Mystery,2021,tt14227272,6,11,JP
"The Good Witch of Christmas",movie,"Comedy, Family, Fantasy",2022,tt14194876,4.7,550,US
"Japan Gangster War Chapter 7",movie,,2020,,,,JP
Amiko,movie,Drama,2022,tt23322952,7,251,JP
"Somewhere in Queens",movie,"Comedy, Drama, Sport",2022,tt14097180,6.8,5649,US
"Paradise City",movie,"Action, Thriller",2022,tt14656632,3.7,4564,US
"Butt Detective: Mystery of the Ruins of Tentoumu",movie,"Animation, Adventure, Mystery",2020,,,,JP
"The Grapes of Joy",movie,Drama,2021,tt28317181,6.9,23,JP
"Lyle, Lyle, Crocodile",movie,"Adventure, Comedy, Family",2022,tt14668630,6.1,16464,US
"The Invitation",movie,"Horror, Thriller",2022,tt12873562,5.3,36965,US
"Unfortunately Idols Look Good in Zombie Make Up",movie,Comedy,2019,,,,JP
"Seishun daizenshu",movie,"Drama, Romance",1970,tt9057044,,,JP
"The Midnight Maiden War",movie,Drama,2022,tt14323080,5.4,93,JP
"Gone Mom",movie,"Crime, Drama",2021,tt14490832,6.2,824,US
"A Predator Returns",movie,"Drama, Horror, Thriller",2021,tt10457482,4.8,229,JP
"What to Do with the Dead Kaiju?",movie,"Comedy, Drama, Sci-Fi",2022,tt16245968,4.4,318,JP
"A Chiara",movie,Drama,2021,tt14324296,6.8,2397,US
"No Exit",movie,"Drama, Horror, Mystery",2022,tt7550014,6.1,35179,US
"Tom and Sawyer in the City",movie,,2021,,,,JP
"First Love",movie,Romance,2022,tt14726510,4.8,1918,US
"Ted Bundy: American Boogeyman",movie,"Biography, Crime, Drama",2021,tt14538850,3.9,1961,US
Snakehead,movie,"Action, Crime, Drama",2021,tt4181232,5.2,891,"JP, US"
"A Fang-tastic Halloween",movie,"Adventure, Animation, Comedy",2020,tt13385016,5.8,29,US
"He Went That Way",movie,"Crime, Drama, Thriller",2023,tt14772014,5.1,1589,US
"The Shaman's Daughter",movie,"Drama, Sci-Fi",2021,tt32560361,6.6,7,JP
"Osaka Loan Shark",movie,"Action, Crime",2021,,,,JP
"新テニスの王子様 氷帝 vs 立海 Game of Future 後篇",movie,,2021,,,,JP
"Not Okay",movie,"Comedy, Drama, Thriller",2022,tt14814040,6.1,19769,US
"Maximum Truth",movie,Comedy,2023,tt14825364,4.5,510,US
"Left for Dead: The Ashley Reeves Story",movie,"Drama, Thriller",2021,tt14490908,6.2,664,US
Shukatsu,movie,Mystery,2016,,,,JP
"El Mercenario 2",movie,Action,2014,tt6854458,,,US
"The Storied Life of A.J. Fikry",movie,"Comedy, Drama",2022,tt10643926,6.6,2758,US
Transfusion,movie,"Action, Crime, Drama",2023,tt14873054,5.1,3386,US
Yakuza,movie,,2020,,,,JP
"Ronin Pop",movie,,2011,,,,JP
"Poker Face",movie,"Action, Crime, Thriller",2022,tt14714980,5.2,14329,US
Supercell,movie,"Action, Adventure, Drama",2023,tt10559102,4.4,3515,US
"Survive! In the Deep Sea",movie,,2021,,,,JP
"BanG Dream! Episode of Roselia II: Song I am.",movie,"Animation, Drama, Music",2021,tt14147078,7.8,43,JP
"Princess Principal Crown Handler: Chapter 2",movie,"Action, Adventure, Animation",2021,tt14031960,7.7,81,JP
Hinterland,movie,"Crime, Drama, History",2021,tt13450470,6.2,1699,JP
"Blackpink: The Movie",movie,"Documentary, Music",2021,tt14880612,6.8,1620,US
"Cat Person",movie,"Comedy, Drama, Thriller",2023,tt14647404,6,7198,US
"Something in the Dirt",movie,"Comedy, Horror, Mystery",2022,tt14895716,5.8,5816,US
"White Elephant",movie,"Action, Thriller",2022,tt14686544,4.5,5269,JP
"Butcher's Crossing",movie,"Adventure, Drama, Western",2022,tt1462759,5.6,5821,US
"Space Oddity",movie,"Comedy, Romance, Sci-Fi",2022,tt6317762,5.5,1589,US
Charlotte,movie,"Animation, Biography, Drama",2021,tt5806814,6.4,527,US
"Realm of Terracotta",movie,"Action, Adventure, Animation",2021,tt10075380,6.2,383,"JP, US"
"The Ghost Station",movie,"Horror, Mystery, Thriller",2022,tt22505124,4.7,688,JP
"The Friendship Game",movie,"Horror, Sci-Fi",2022,tt7339862,3.2,1546,US
"Sam & Kate",movie,"Comedy, Drama, Romance",2022,tt14850544,6.2,2170,US
Taurus,movie,"Biography, Drama, Music",2022,tt14921570,4.6,1353,US
"Hero of Heroes",movie,Animation,2022,,,,JP
"Underdog: Part Two",movie,"Drama, Sport",2020,tt14051624,6.8,41,JP
"The Three Musketeers - Part II: Milady",movie,"Action, Adventure, Drama",2023,tt12672620,6.4,9502,US
"Apparel Designer",movie,Drama,2020,,,,JP
"The Champion",movie,"Biography, Drama, History",2020,tt11369540,6.7,2101,JP
"Mr. Zombie",movie,"Action, Fantasy, Horror",2021,,,,JP
"Himitsu no Akko-chan",movie,"Animation, Fantasy, Short",1989,tt10150228,,,JP
"Akko-chan's Got a Secret! – The Sea! The Specters!! The Summer Festival",movie,Animation,1989,,,,JP
"Mad God",movie,"Animation, Fantasy, Horror",2021,tt15090124,6.8,17026,JP
"Rogue Agent",movie,"Action, Adventure, Drama",2022,tt9731386,6.5,13720,US
"One True Loves",movie,"Comedy, Drama, Romance",2023,tt14770620,5.5,2936,US
Usogui,movie,Thriller,2022,tt5715464,5.7,465,JP
"Baby Assassins",movie,"Action, Comedy, Crime",2021,tt15028452,6.4,1519,JP
"Moonlight Shadow",movie,Drama,2021,tt15442580,5.4,204,JP
"A Chance for Christmas",movie,"Comedy, Romance",2021,tt14758476,5.7,682,US
Piggy,movie,"Drama, Horror, Thriller",2022,tt10399608,6.2,14526,US
"Black Site",movie,"Action, Thriller",2022,tt13918550,4.4,4241,"JP, US"
Noise,movie,"Action, Crime, Thriller",2022,tt15215468,6.2,273,JP
"Flux Gourmet",movie,"Comedy, Drama, Horror",2022,tt15010292,5.8,3344,US
"Making of Cutie Honey",movie,Documentary,2004,,,,JP
"The Wandering Moon",movie,"Drama, Mystery",2022,tt15150608,6.9,862,JP
"Mirage Queen Prefers Circus",movie,"Adventure, Animation, Fantasy",2022,tt15783458,4.5,11,JP
"Alice, Darling",movie,"Drama, Romance, Thriller",2022,tt11687104,5.6,12268,US
Risen,movie,"Drama, Sci-Fi, Thriller",2021,tt4940336,3.5,3400,JP
"The Long Season Revue",movie,"Documentary, Music",2006,,,,JP
"The Labyrinth",movie,"Fantasy, Horror",2021,tt16303324,3.6,173,JP
"There's no honor or any of that shit!",movie,,2021,,,,JP
"Love, Life and Goldfish",movie,"Musical, Romance",2021,tt13978188,6.5,77,JP
Kompromat,movie,"Drama, Thriller",2022,tt13349892,6.4,3022,US
"She Will",movie,"Drama, Horror, Mystery",2021,tt9340916,5.5,3324,US
"Kaguya-sama: Love Is War - Final",movie,"Comedy, Drama, Romance",2021,tt13799986,5.9,141,JP
"Lord of Misrule",movie,Horror,2023,tt11893676,5.3,2497,US
"And So the Baton Is Passed",movie,Drama,2021,tt14605210,6.7,398,JP
"Honey Lemon Soda",movie,"Comedy, Drama, Romance",2021,tt14311250,5.6,225,JP
"Ox-Head Village",movie,"Horror, Mystery",2022,tt15458866,4.9,513,JP
"Senritsu Kaiki File Kowasugi File 02: Shivering Ghost",movie,"Horror, Thriller",2012,tt14726856,6,164,JP
"Senritsu Kaiki File Kowasugi File 03: Legend of a Human-Eating Kappa",movie,Horror,2013,tt14728196,6.2,142,JP
Sundown,movie,"Drama, Mystery",2021,tt15115280,6.5,7385,US
"Kamen Rider Revice: The Movie",movie,"Action, Short",2021,tt15113228,5.8,33,JP
Indemnity,movie,"Action, Crime, Thriller",2021,tt7914022,4.8,552,US
"Hallelujah: Leonard Cohen, a Journey, a Song",movie,"Biography, Documentary, History",2021,tt7600742,7.6,1519,US
"A Janitor",movie,"Action, Drama",2021,tt15029508,5.5,248,JP
"Senritsu Kaiki File Kowasugi: The Most Terrifying Movie in History",movie,Horror,2014,tt14752818,6.3,122,JP
"Senritsu Kaiki File Kowasugi: Final Chapter",movie,"Horror, Sci-Fi",2015,tt14764558,6.6,89,JP
"Pinball: The Man Who Saved the Game",movie,"Biography, Comedy, Drama",2022,tt13365876,7,4525,US
"Senritsu Kaiki File Super Kowa Too! Fear Adventure: Kokkuri-san",movie,Horror,2015,tt14765372,6.2,66,JP
"Senritsu Kaiki File Super Kowa Too! Dark Mystery: Snake Woman",movie,Horror,2015,tt14765414,6.4,63,JP
"Jōmon ni hamaru hitobito",movie,Documentary,2018,,,,JP
"Oscar Peterson: Black + White",movie,"Biography, Documentary, History",2020,tt14171710,7.1,199,US
Dashcam,movie,Horror,2021,tt15174116,4.5,6909,US
"Harry & Meghan: Escaping the Palace",movie,Drama,2021,tt12821362,2.6,1440,JP
"Murder on Maple Drive",movie,"Crime, Drama",2021,tt15185904,5,357,US
"Hold Your Fire",movie,"Crime, Documentary, History",2021,tt15196796,6.8,280,US
"Skeleton Flower",movie,Drama,2021,tt18566518,6.6,37,JP
"The Sound of Grass",movie,Drama,2021,tt15327700,6.8,46,JP
"The Free Fall",movie,"Drama, Horror, Mystery",2021,tt10703978,4.7,2147,US
Summering,movie,Drama,2022,tt15208276,4.4,502,US
Crush,movie,"Comedy, Romance",2022,tt15096128,6.3,10616,US
Bromates,movie,Comedy,2022,tt15131130,4,761,US
"Private Property",movie,"Drama, Horror, Thriller",2022,tt15167994,4,1876,US
"The Accursed",movie,"Drama, Horror, Mystery",2021,tt5737388,4.3,7074,US
Swim,movie,"Action, Horror",2021,tt14973630,2.8,1086,JP
"New Moon Hotel",movie,"Drama, Romance",2019,tt12525588,3.7,114,JP
"Kamen Rider Zero-One Others: Kamen Rider Vulcan & Valkyrie",movie,"Action, Sci-Fi",2021,tt14376940,7.3,62,JP
"You Can't Kill Meme",movie,Documentary,2021,tt14998880,3.8,179,US
"Bar Fight!",movie,Comedy,2022,tt15250656,4.8,651,US
"Ai nanoni",movie,"Comedy, Drama, Romance",2022,tt21915512,6.6,130,JP
"A Day to Die",movie,"Action, Crime, Drama",2022,tt14412366,3.5,5244,"JP, US"
"Pinkerton ni aini iku",movie,Comedy,2018,tt7563496,3.6,112,JP
"The Last Mark",movie,"Action, Crime, Thriller",2022,tt12773826,4.4,321,JP
"Darwin is here! new african legend",movie,"Documentary, TV Movie",2019,,,,JP
"Blue Thermal",movie,"Animation, Drama, Romance",2022,tt15304756,6.5,423,JP
Biosphere,movie,"Comedy, Drama, Fantasy",2022,tt15301000,5.5,2684,US
"The Last Victim",movie,"Action, Adventure, Crime",2021,tt11242718,5,1128,US
"Shinema no tenshi",movie,"Drama, Fantasy, Mystery",2015,tt4686814,7,12,JP
"Radio Love",movie,"Comedy, Drama, Fantasy",2012,tt2397180,,,JP
"Left of Chopin",movie,Drama,2020,,,,JP
"Tales of the Undeparted",movie,Horror,2021,tt15044682,5.5,10,JP
"TATSUJIN THE MASTER",movie,Thriller,2021,,,,JP
"Bakumatsu jyunjyoden",movie,Romance,1991,tt0101403,5.5,30,JP
"Kamen Rider Saber: Trio of Deep Sin",movie,"Action, Fantasy",2022,tt18766736,8.4,65,JP
"The Passenger",movie,"Comedy, Horror, Sci-Fi",2021,tt12678146,5.3,1651,JP
"Remember Me: The Mahalia Jackson Story",movie,"Biography, Drama, Music",2022,tt13880832,5.8,184,US
"Master Gardener",movie,"Drama, Mystery, Thriller",2022,tt15342244,6.1,11606,US
Bitterbrush,movie,Documentary,2021,tt14299618,7.1,129,US
"Vacation Friends 2",movie,"Action, Adventure, Comedy",2023,tt15351980,5.4,9343,US
Hazard,movie,"Action, Comedy",2022,tt14683284,5.9,763,JP
"A Man",movie,"Drama, Mystery, Romance",2022,tt20251822,6.9,1727,JP
"Someone You Loved",movie,Romance,2023,tt26351536,6.3,88,JP
Sanctuary,movie,"Drama, Thriller",2022,tt15364972,6.2,10216,US
"The Honeymoon",movie,Comedy,2022,tt14781026,4.1,1060,US
"Corrective Measures",movie,"Action, Sci-Fi",2022,tt15391770,4.3,5220,JP
Resurrection,movie,"Crime, Drama, Horror",2022,tt11540726,5.9,12765,US
"Hotel Iris",movie,Drama,2021,tt14246570,5.4,61,JP
"Smoking Causes Coughing",movie,"Comedy, Horror, Sci-Fi",2022,tt15471560,6.5,5515,US
"Pharma Bro",movie,Documentary,2021,tt8522216,5.1,761,US
"映画 おかあさんといっしょ　ヘンテコ世界からの脱出！",movie,Family,2021,,,,JP
"The Old Way",movie,"Action, Drama, Western",2023,tt8593824,5.5,9751,US
"Digimon Adventure 02: The Beginning",movie,"Action, Adventure, Animation",2023,tt22474136,6.2,611,JP
"A Holiday in Harlem",movie,"Drama, Romance",2021,tt15485160,5.5,676,US
"Christmas Sail",movie,"Drama, Romance",2021,tt15758364,6.2,1326,US
"The Santa Stakeout",movie,"Comedy, Crime, Drama",2021,tt15737510,6.4,1450,US
"Gone in the Night",movie,"Mystery, Thriller",2022,tt15426294,4.9,6833,US
Missing,movie,"Crime, Drama, Mystery",2021,tt15482370,6.8,1082,JP
"Ip Man: The Awakening",movie,Action,2021,tt21028848,4.7,1182,JP
"Make the Devil Laugh",movie,"Crime, Drama",2021,tt15348198,7.1,12,JP
"Journey Beyond the Night",movie,"Fantasy, Thriller",2021,tt15348354,6,26,JP
"Ôsaka shôjo",movie,Drama,2020,tt13420174,5.9,110,JP
"That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond",movie,"Action, Adventure, Animation",2022,tt15467380,6.9,2261,JP
"I Love My Dad",movie,"Comedy, Drama, Romance",2022,tt14935966,6.3,3477,US
"Ring Wandering",movie,"Drama, Fantasy",2021,tt15485264,7,81,JP
Contorted,movie,"Horror, Mystery",2022,tt21263500,4.6,186,JP
"Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko",movie,"Animation, Family, Fantasy",2021,tt15409816,6.5,56,JP
"Just Remembering",movie,Romance,2021,tt15621370,6.9,643,JP
"Intimate Stranger",movie,Thriller,2021,tt15630786,6.4,24,JP
"Lantern's Lane",movie,"Comedy, Horror, Thriller",2021,tt11880264,3.2,846,US
"Accident Man: Hitman's Holiday",movie,"Action, Comedy, Crime",2022,tt9669176,5.9,5794,US
"The Last Tourist",movie,Documentary,2021,tt13654780,7.1,406,US
Ruined,movie,Drama,2021,tt15752640,5.8,13,JP
"Wyrmwood: Apocalypse",movie,"Action, Comedy, Horror",2021,tt14858054,5.5,3582,JP
"God's Country",movie,Thriller,2022,tt11818818,5.6,4362,US
"Merry Liddle Christmas Baby",movie,"Comedy, Drama, Romance",2021,tt15783694,6.5,385,US
"The Good Father: The Martin MacNeill Story",movie,Crime,2021,tt15566744,5.5,576,US
Abandoned,movie,"Drama, Horror, Mystery",2022,tt2980152,3.8,3953,US
"Boston Strangler",movie,"Crime, Drama, History",2023,tt2560078,6.5,36641,US
"Holiday in Santa Fe",movie,"Comedy, Drama, Family",2021,tt14482374,6.1,1197,US
"The Holiday Fix Up",movie,"Drama, Romance",2021,tt15245738,6.4,1210,US
"Stop the Bitch Campaign: Reboot",movie,Horror,2020,tt32454653,,,JP
"The Enchanted Christmas Cake",movie,Romance,2021,tt15091462,5.5,728,US
"Mistletoe in Montana",movie,"Drama, Romance",2021,tt15196292,5.3,581,US
"Captain Nova",movie,"Adventure, Family, Sci-Fi",2021,tt14915608,5.5,2254,JP
"Muthukulikka Vaariyala",movie,Drama,1995,tt11898556,,,JP
"The Klutzy Witch: Fuka and the Witch of Darkness",movie,"Adventure, Animation, Comedy",2023,tt19047064,6,27,JP
"Under the Christmas Tree",movie,"Drama, Romance",2021,tt15515882,5.7,1087,US
Consecration,movie,"Horror, Thriller",2023,tt14993352,5.2,4435,US
"Shrieking in the Rain",movie,"Drama, Comedy",2021,tt15742538,5.9,49,JP
TANNISHO,movie,"Animation, Drama",2019,,,,JP
"The Little Alien",movie,"Adventure, Animation, Family",2022,tt13387818,5.5,175,US
"Room 203",movie,"Drama, Horror, Thriller",2022,tt12283036,4.3,2115,US
"The Highway Family",movie,Drama,2022,tt23622670,6.1,135,JP
"Ondine's Curse",movie,"Drama, Short",2014,tt5098486,,,JP
"Dreamin' Wild",movie,"Biography, Drama, Music",2022,tt10245106,6.4,1369,US
"Kamen Rider: Beyond Generations",movie,Action,2021,tt15978702,7.7,82,JP
Slayers,movie,"Comedy, Fantasy, Horror",2022,tt9365800,3.3,2197,US
Corsage,movie,"Biography, Drama, History",2022,tt11992694,6.5,10594,US
"Rabbit Academy: Mission Eggpossible",movie,"Adventure, Animation, Comedy",2022,tt12631784,5.4,347,US
"Game of Love",movie,"Drama, Romance",2022,tt15397918,3.3,2033,US
"Ace Bodyguard",movie,Action,2021,tt23321448,4.1,14,JP
"The Pod Generation",movie,"Comedy, Romance, Sci-Fi",2023,tt15768848,5.6,5768,US
"Danger Next Door",movie,"Drama, Mystery, Thriller",2021,tt14927730,5,292,US
"Struggling Man",movie,Comedy,2021,,,,JP
"Prior Convictions",movie,"Crime, Drama",2022,tt19063418,6.3,211,JP
"Lesson in Murder",movie,"Crime, Mystery",2022,tt18815700,6.3,608,JP
"20-Year-Old Soul",movie,Drama,2022,tt18952684,6.6,34,JP
Breathe,movie,,2021,,,,JP
"Aoi-chan Won't Let Me Do It",movie,"Comedy, Drama, Romance",2021,tt15359622,6,9,JP
"The Good Neighbor",movie,"Crime, Mystery, Thriller",2022,tt14349032,5.9,13849,US
"Section 8",movie,"Action, Thriller",2022,tt14950412,4.3,1948,US
"Princess Principal: Crown Handler: Chapter 3",movie,"Action, Adventure, Animation",2023,tt23638846,8,51,JP
"American Sicario",movie,"Action, Crime, Drama",2021,tt13322120,4.3,10932,US
"The Secret Kingdom",movie,"Adventure, Family, Fantasy",2023,tt14799576,4.8,1799,US
"Driving Madeleine",movie,"Comedy, Drama",2022,tt14586118,7.1,2999,JP
Vendetta,movie,"Action, Thriller",2022,tt14849038,3.7,2840,US
"Legendary Hit-man, Kunioka (2021)",movie,"Action, Comedy, Drama",2021,tt16170220,6.8,26,JP
"Kamen Rider OOO 10th: The Core Medals of Resurrection",movie,Action,2022,tt15850452,6.1,93,JP
"The Blue Skies at Your Feet",movie,Romance,2022,tt16732214,5.5,198,JP
Freelance,movie,"Action, Comedy",2023,tt15744298,5.5,23911,US
"Itsudemo yume o",movie,,1963,tt1573845,6.6,10,JP
"Independence of Japan",movie,History,2020,tt13729106,5.8,16,JP
"The Right to Happiness",movie,Drama,2021,tt13913738,6.8,99,JP
"A History of Love",movie,"Drama, Romance",2019,,,,JP
