title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Skinned,movie,"Animation, Horror, Short",2022,tt23318936,6.7,112,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Don't Blow It Up",movie,Animation,2024,,,,SK
"When Christmas Was Young",movie,"Comedy, Romance",2022,tt14777778,6.2,506,"HK, ID, MY, PH, SG, TH, TW"
"The Worst Ones",movie,"Comedy, Drama",2022,tt19719862,6.8,1326,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Leila's Brothers",movie,Drama,2022,tt19653180,7.9,15757,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Metronom,movie,Drama,2022,tt12253164,6.6,1746,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Strange Way of Life",movie,"Drama, Short, Western",2023,tt13055264,6.2,11790,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Two Tickets to Paradise",movie,"Comedy, Romance",2022,tt19733952,6.8,1754,"DK, FI, NO, SE"
"Ashkal: The Tunisian Investigation",movie,"Crime, Drama, Thriller",2022,tt19783912,6,479,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Drop",movie,Comedy,2022,tt19758112,4.3,1001,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Normale,movie,"Comedy, Drama",2023,tt14646488,5.9,238,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Pink Moon",movie,Drama,2022,tt14915600,6.9,639,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Ice Merchants",movie,"Animation, Drama, Fantasy",2022,tt19781688,7.6,3052,PT
"American Pain",movie,"Documentary, History, Sport",2022,tt19781504,7.2,551,"HK, ID, MY, PH, SG, TH, TW, US"
"Land of Gold",movie,Drama,2022,tt14597532,5.8,276,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Lift,movie,Documentary,2022,tt12318242,7.8,82,"HK, ID, MY, PH, SG, TH, TW"
McEnroe,movie,"Biography, Documentary, Sport",2022,tt19801212,6.9,1234,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Same Old",movie,"Drama, Short",2022,tt16226770,6.9,88,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"38 at the Garden",movie,"Documentary, Short, Sport",2022,tt19758560,7,1153,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Marokkaanse bruiloft",movie,"Comedy, Romance",2022,tt15261252,5.9,488,NL
"The Nun II",movie,"Horror, Mystery, Thriller",2023,tt10160976,5.6,67551,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Old Oak",movie,Drama,2023,tt19883634,7.1,11991,PT
"Hidden Gems",movie,"Comedy, Romance",2022,tt20724154,6.5,1319,"DK, FI, NO, SE"
"Caribbean Summer",movie,Romance,2022,tt20114622,6.4,835,"DK, FI, NO, SE"
"Moriah's Lighthouse",movie,"Comedy, Romance",2022,tt19951082,6.4,1116,"DK, FI, SE"
"What Happens Later",movie,"Comedy, Romance",2023,tt19890316,4.8,4174,"HK, ID, MY, PH, SG, TH, TW"
"The Cake Dynasty",movie,"Comedy, Drama",2022,tt15718148,5.3,252,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Blue Jean",movie,"Drama, History",2022,tt8649344,7,5515,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
"Lost Generation",movie,"Drama, History, Short",2020,tt11000458,5.3,113,HU
"Max Steel: Team Turbo",movie,"Action, Adventure, Animation",2016,tt7592594,7.2,69,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Bright Women",movie,Drama,2022,tt19512418,5.5,101,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Harbinger",movie,"Drama, Horror, Mystery",2022,tt13610158,5.4,2033,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Jolly Good Christmas",movie,"Comedy, Romance",2022,tt18077672,6.6,1940,"DK, FI, NO, SE"
"We Are Still Here",movie,Drama,2022,tt15684938,6,208,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Dinner Guest",movie,Drama,2022,tt13778976,5.2,154,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"No Bears",movie,"Drama, Romance",2022,tt20205236,7.2,4289,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Wicked Little Letters",movie,"Comedy, Crime, Drama",2023,tt20234774,7,33827,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RS, SI, SK, SV, TC, TT, UY, VE"
"The Book of Clarence",movie,"Adventure, Comedy, Drama",2023,tt22866358,5.7,6884,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Vesper,movie,"Adventure, Drama, Sci-Fi",2022,tt20225374,6,24462,"DK, FI, NO, SE"
"Polite Society",movie,"Action, Comedy",2023,tt18257464,6.6,11536,"HK, ID, MY, PH, SG, TH, TW"
"Cat and Dog",movie,Comedy,2024,tt18113118,5.2,958,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"A Cat's Life",movie,"Adventure, Drama, Family",2023,tt15097144,6.1,441,PL
"You Don't Know Jack: The Jack Soo Story",movie,Documentary,2009,tt1392271,7,42,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Rock Paper Grenade",movie,Drama,2022,tt12923836,7.6,516,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Little Ones",movie,Drama,2022,tt21230040,6.3,141,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Alien Endgame",movie,Documentary,2022,tt19849214,4.7,353,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Bristol Fashion",movie,Drama,2022,tt10953232,5.1,174,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Ingeborg Bachmann - Journey Into the Desert",movie,"Biography, Drama, History",2023,tt16103266,6,621,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Paint It Gold",movie,Comedy,2023,tt10152488,5.8,378,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Promised Land",movie,"Action, Biography, Drama",2023,tt20561198,7.7,28888,"FI, NO, SE"
"Gran Turismo",movie,"Action, Adventure, Drama",2023,tt4495098,7.1,115040,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"I Like Movies",movie,"Comedy, Drama",2022,tt14913282,6.8,3014,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Someone Had to Be Benny",movie,"Drama, Family, Thriller",1996,tt0155192,7.6,54,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Beginning,movie,Drama,2020,tt12235250,4.8,77,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"June Zero",movie,"Drama, History",2022,tt18834372,6.6,268,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Book Club: The Next Chapter",movie,"Comedy, Romance",2023,tt20768712,5.6,8085,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"American Carnage",movie,"Action, Comedy, Horror",2022,tt20672490,5,4819,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Einfach mal was Schönes",movie,"Comedy, Drama, Romance",2022,tt21335690,6.4,765,"AD, ES"
Girlfriendship,movie,"Comedy, Romance",2022,tt21969154,5.7,407,"DK, FI, NO, SE"
"The Enchanted Cave",movie,"Family, Fantasy",2022,tt14454404,5.7,124,"CZ, SK"
"The Raft",movie,"Adventure, Drama",2020,tt12210288,5.7,55,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Fall,movie,"Action, Thriller",2022,tt15325794,6.4,116619,NL
"The Wrath of Becky",movie,"Action, Thriller",2023,tt20916568,6.1,14872,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Fitting In",movie,"Comedy, Drama",2023,tt21103576,6.1,1023,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Wolfkin,movie,"Drama, Fantasy, Horror",2022,tt15289678,5.5,542,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Índia,movie,Drama,2022,tt15703238,6.2,71,PT
"Fathers and Mothers",movie,"Comedy, Drama",2022,tt15964414,5.8,1150,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Northern Comfort",movie,Comedy,2023,tt18072882,5.5,1860,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Even Pigs Go to Heaven",movie,Comedy,2022,tt6373600,6.4,322,"BA, BG, HR, ME, MK, RS, SI"
"Inspector Sun",movie,"Animation, Comedy, Family",2022,tt6661616,5.2,525,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Christmas Mystery",movie,"Comedy, Drama, Family",2022,tt22207152,6,1191,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TT, TW, US, UY, VE"
"O Pai Tirano",movie,Comedy,2022,tt14929400,5.9,105,PT
"Before Lunch",movie,"Drama, Short",2016,tt6350316,6.4,18,HU
"Early Wedding",movie,Drama,2022,tt15147924,6,69,HU
"Mazel Brouk",movie,Drama,2022,,,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Braid",movie,Drama,2023,tt19894774,7.2,1529,PL
Groundswell,movie,"Comedy, Romance",2022,tt20562474,6.4,1357,"DK, FI, NO, SE"
"Men for Hire",movie,Documentary,2008,tt1414845,5.8,18,PL
"Christmas Carole",movie,Drama,1966,,,,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"And Then There Was Love...",movie,"Comedy, Drama",2022,tt18174390,5.1,44,"CZ, SK"
"Stella in Love",movie,"Comedy, Drama, Music",2022,tt21042306,5.6,258,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Big Opening",movie,"Comedy, Drama",2022,tt14878082,4.4,44,"CZ, SK"
"Lisa Frankenstein",movie,"Comedy, Horror, Romance",2024,tt21188080,6.1,26275,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Romance in Style",movie,"Comedy, Romance",2022,tt21653744,6.5,2290,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"It's Raining in the House",movie,Drama,2023,tt21992864,6,285,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Banel & Adama",movie,Drama,2023,tt26256406,6.3,665,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Szelfi Egyetem",movie,"Comedy, Drama, Short",2023,tt15906822,2.8,266,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Hoard,movie,Drama,2023,tt20729172,6.6,1086,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Brother,movie,"Drama, Music",2022,tt15474896,6.9,1380,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"La marginale",movie,"Comedy, Drama",2023,tt17974446,5.8,162,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"A Holiday Spectacular",movie,"Comedy, Drama, Romance",2022,tt18361702,7.2,1613,"DK, FI, NO, SE"
Marmalade,movie,"Comedy, Crime, Drama",2024,tt21275544,6.2,3168,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Semret,movie,Drama,2022,tt21230182,6.2,133,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Justice League x RWBY: Super Heroes and Huntsmen Part One",movie,"Action, Adventure, Animation",2023,tt24548912,5.3,2024,"DK, FI, HK, ID, MY, NL, NO, PH, SE, SG, TH, TW, US"
"The Teachers' Lounge",movie,Drama,2023,tt26612950,7.4,24351,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Castells,movie,"Drama, Short",2022,tt21054916,6.2,33,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"New Beginnings",movie,"Comedy, Romance",2023,tt22397870,5.7,445,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Fairplay,movie,"Drama, Short",2022,tt21615440,7,144,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Big Bang",movie,"Comedy, Drama, Short",2022,tt21284464,6.9,150,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Dad,movie,"Comedy, Drama",2022,tt15226594,6.3,139,PL
"Wedding of a Lifetime",movie,"Comedy, Romance",2022,tt21283490,6.3,804,"DK, FI, NO, SE"
Hounds,movie,"Crime, Drama, Thriller",2023,tt25750836,6.3,599,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Damned Don't Cry",movie,Drama,2022,tt21352686,6.7,283,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Love in the Limelight",movie,"Comedy, Romance",2022,tt21193618,6.5,901,"DK, FI, NO, SE"
"River Wild",movie,"Action, Adventure, Thriller",2023,tt21291992,5.4,5916,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Thunder,movie,Drama,2022,tt12390508,6.2,403,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Lost Boys",movie,Drama,2023,tt16148552,6.7,1740,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Chapel",movie,"Drama, Thriller",2023,tt9049058,5.9,378,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"To the North",movie,"Drama, Thriller",2022,tt21378332,6.2,516,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Spirit of Ecstasy",movie,Drama,2023,tt26006816,5.9,332,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"My Big Fat Greek Wedding 3",movie,"Comedy, Drama, Romance",2023,tt21103300,5.2,11104,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Travelers: Lost in Time",movie,"Adventure, Comedy, Drama",2022,tt15117306,6.7,38,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Please Don't Destroy: The Treasure of Foggy Mountain",movie,Comedy,2023,tt21335356,6,9184,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Dating the Delaneys",movie,"Comedy, Romance",2022,tt20859028,6.9,1015,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Game, Set, Love",movie,"Comedy, Romance, Sport",2022,tt20116668,5.7,561,"DK, FI, NO, SE"
"Amazing Elisa",movie,"Drama, Fantasy, Thriller",2022,tt9336032,4.4,142,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Batman: The Doom That Came to Gotham",movie,"Action, Animation, Fantasy",2023,tt24223450,6.1,6741,"DK, FI, HK, ID, MY, NL, NO, PH, SE, SG, TH, TW, US"
"Legion of Super-Heroes",movie,"Action, Animation, Sci-Fi",2023,tt22769820,5.8,5068,"DK, FI, HK, ID, MY, NL, NO, PH, SE, SG, TH, TW"
"Justice League: Warworld",movie,"Action, Adventure, Animation",2023,tt27687527,5.3,5050,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"The Rite of Spring",movie,Drama,2022,tt10602182,6.5,594,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Sidonie in Japan",movie,"Drama, Romance",2023,tt26254622,5.9,685,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"All the Beauty and the Bloodshed",movie,"Documentary, History",2022,tt21374850,7.5,8494,US
"Beyond the Wall",movie,Drama,2022,tt13920988,7,1811,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Victim,movie,Drama,2022,tt10687052,6.5,304,"CZ, SK"
Narcosis,movie,"Drama, Mystery, Romance",2022,tt19837660,6.6,762,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Wolf and Dog",movie,Drama,2022,tt21838736,6.1,383,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"To Her, with Love",movie,"Drama, Romance",2022,tt21617152,6,317,SE
"Tomorrow is a Long Time",movie,Drama,2023,tt11930188,6.8,81,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Kick and Scream",movie,Drama,2022,tt14749018,5.6,122,"BA, BG, HR, ME, MK, RS, SI"
"Mortal Kombat Legends: Snow Blind",movie,"Action, Adventure, Animation",2022,tt21477618,6.7,4056,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Los Renegados",movie,"Sci-Fi, Short",2021,tt15090114,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Great Yarmouth: Provisional Figures",movie,Drama,2022,tt14888898,6.9,308,PT
Fifi,movie,"Comedy, Romance",2022,tt21877348,6.7,457,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Communion Girl",movie,Horror,2022,tt18072540,5.2,1688,"AD, ES"
"How to Blow Up a Pipeline",movie,"Action, Crime, Drama",2022,tt21440780,6.9,11120,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
"This Place",movie,Drama,2022,tt9505224,5.4,204,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Baby Ruby",movie,"Drama, Horror, Thriller",2022,tt21448540,4.7,3501,"HK, ID, MY, PH, SG, TH, TW"
"Snow and the Bear",movie,Drama,2022,tt21612768,6.5,3335,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Something You Said Last Night",movie,"Comedy, Drama",2022,tt21413834,5.3,400,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Neneh Superstar",movie,"Comedy, Drama",2022,tt21828496,5.3,227,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Life Upside Down",movie,"Comedy, Romance",2023,tt13756106,4.7,575,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Green Lantern: First Flight - I Am the Ring",movie,"Documentary, Short",2009,tt4902938,8.4,54,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Patagonia,movie,Drama,2023,tt22191712,5.8,403,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Curral De Moinas - The People's Bankers",movie,Comedy,2022,tt15678782,6.1,522,PT
"A Radical Life",movie,"Biography, Documentary",2022,tt21662244,6.4,124,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Kung Fu Panda 4",movie,"Action, Adventure, Animation",2024,tt21692408,6.3,62648,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Fence",movie,"Comedy, Drama",2022,tt15253488,6.6,890,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Escape from Kabul",movie,"Documentary, History",2022,tt21650874,7.6,1227,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Endangered,movie,Documentary,2021,tt14520096,6,19,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Rustling,movie,"Drama, Short",2022,tt21256020,6.7,27,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Christmas Open House",movie,"Drama, Romance",2022,tt21821260,5.1,373,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Finding Bigfoot: The Search Continues",movie,Documentary,2021,tt14377774,7.6,47,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Trick or Treat Scooby-Doo!",movie,"Adventure, Animation, Comedy",2022,tt21919270,5.8,2352,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Toldi - Movie",movie,"Adventure, Animation, Family",2022,tt21937802,7.3,342,HU
"All About the Levkoviches",movie,Drama,2024,tt22000548,7,914,HU
"La Macana",movie,"Drama, Short",2022,tt14561404,8.3,6,"HN, NI, TT"
"The Sound of Water",movie,"Drama, Short",2021,tt14023116,7.1,15,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Tom and Jerry: Snowman's Land",movie,"Adventure, Animation, Comedy",2022,tt21958986,4.9,347,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Shortcomings,movie,"Comedy, Drama, Romance",2023,tt14483774,6.4,4037,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"El crítico",movie,Documentary,2022,tt21936604,6.4,353,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
